v1,v2,Unnamed: 2,Unnamed: 3,Unnamed: 4
ham,I had askd u a question some hours before. Its answer,,,
ham,Black shirt n blue jeans... I thk i c Ì_...,,,
ham,They just talking thats it de. They wont any other.,,,
ham,"K, jason says he's gonna be around so I'll be up there around  &lt;#&gt;",,,
ham,Roger that. WeÛ÷re probably going to rem in about 20,,,
ham,"I met you as a stranger and choose you as my friend. As long as the world stands, our friendship never ends. Lets be Friends forever!!! Gud nitz...",,,
ham,Lol I know! Hey someone did a great inpersonation of flea on the forums. I love it!,,,
ham,"\Life is nothing wen v get everything\"". But \""life is everything wen v miss something \"". Real value of people wil be realized only in their absence.... gud mrng""",,,
ham,True dear..i sat to pray evening and felt so.so i sms'd you in some time...,,,
ham,Somebody should go to andros and steal ice,,,
ham,Huh y lei...,,,
ham,"Height of \Oh shit....!!\"" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay",".;-):-D""",,
ham,Armand says get your ass over to epsilon,,,
spam,Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n,,,
ham,So gd got free ice cream... I oso wan...,,,
ham,"For you information, IKEA is spelled with all caps. That is not yelling. when you thought i had left you, you were sitting on the bed among the mess when i came in. i said we were going after you got home from class. please don't try and bullshit me. It makes me want to listen to you less.",,,
ham,Do you still have the grinder?,,,
ham,At home also.,,,
ham,And how's your husband.,,,
ham,But i have to. I like to have love and arrange.,,,
ham,"Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?",,,
ham,"Ditto. And you won't have to worry about me saying ANYTHING to you anymore. Like i said last night, you do whatever you want and i'll do the same. Peace.",,,
ham,I'm awake oh. What's up.,,,
ham,HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx,,,
ham,Yesterday its with me only . Now am going home.,,,
spam,Thanks 4 your continued support Your question this week will enter u in2 our draw 4 å£100 cash. Name the NEW US President? txt ans to 80082,,,
spam,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com,,,
ham,"Its ok, if anybody asks abt me, u tel them..:-P",,,
ham,K..k..any special today?,,,
ham,Its ok my arm is feeling weak cuz i got a shot so we can go another time,,,
ham,Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.,,,
ham,"Sorry to trouble u again. Can buy 4d for my dad again? 1405, 1680, 1843. All 2 big 1 small, sat n sun. Thanx.",,,
ham,Still i have not checked it da. . .,,,
ham,"Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee...",,,
ham,So can collect ur laptop?,,,
ham,So u wan 2 come for our dinner tonight a not?,,,
ham,Oh k k:)but he is not a big hitter.anyway good,,,
ham,Company is very good.environment is terrific and food is really nice:),,,
ham,"No, its true..k,Do u knw dis no. &lt;#&gt; ?",,,
spam,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy",,,
spam,"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468",,,
ham,Well if I'm that desperate I'll just call armand again,,,
ham,"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost.",,,
spam,wamma get laid?want real doggin locations sent direct to your mobile? join the UKs largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp å£1.50/msg.,,,
ham,"Ya ok, vikky vl c witin  &lt;#&gt; mins and il reply u..",,,
ham,Talk With Yourself Atleast Once In A Day...!!! Otherwise You Will Miss Your Best FRIEND In This WORLD...!!! -Shakespeare- SHESIL  &lt;#&gt;,,,
ham,Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?,,,
ham,aathi..where are you dear..,,,
spam,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,,,
ham,"Velly good, yes please!",,,
ham,Welp apparently he retired,,,
ham,Shall i come to get pickle,,,
ham,"\Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?\""""",,,
ham,Nokia phone is lovly..,,,
spam,"Final Chance! Claim ur å£150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Subs 16",,,
ham,I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..,,,
ham,"And how you will do that, princess? :)",,,
spam,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,,,
ham,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,,,
ham,I will be gentle baby! Soon you will be taking all  &lt;#&gt;  inches deep inside your tight pussy...,,,
spam,"our mobile number has won å£5000, to claim calls us back or ring the claims hot line on 09050005321.",,,
ham,Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx,,,
ham,Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry. ,,,
ham,I notice you like looking in the shit mirror youre turning into a right freak,,,
ham,"sorry brah, just finished the last of my exams, what up",,,
ham,Excellent! Wish we were together right now!,,,
ham,"Nope, I'm still in the market",,,
ham,Where are you ? What are you doing ? Are yuou working on getting the pc to your mom's ? Did you find a spot that it would work ? I need you,,,
ham,I always chat with you. In fact i need money can you raise me?,,,
ham,"Im in inperialmusic listening2the weirdest track ever byåÓleafcutter johnåÓ-sounds like insects being molested&someone plumbing,remixed by evil men on acid!",,,
ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",,,
ham,Where wuld I be without my baby? The thought alone mite break me and I donåÕt wanna go crazy but everyboy needs his lady xxxxxxxx,,,
ham,ÌÏ got wat to buy tell us then Ì_ no need to come in again.,,,
ham,Que pases un buen tiempo or something like that,,,
ham,Nope i'm not drivin... I neva develop da photos lei...,,,
ham,I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?,,,
ham,"I'm in a meeting, call me later at",,,
spam,PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05,,,
ham,I'm serious. You are in the money base,,,
ham,I have a sore throat. It's scratches when I talk,,,
ham,Yes.i'm in office da:),,,
ham,\Hey j! r u feeling any better," hopeSo hunny. i amnow feelin ill & ithink i may have tonsolitusaswell! damn iam layin in bedreal bored. lotsof luv me xxxx\""""",,
ham,I'm in chennai velachery:),,,
ham,I thk Ì_ gotta go home by urself. Cos i'll b going out shopping 4 my frens present. ,,,
ham,"Sorry, I'll call later",,,
ham,Man this bus is so so so slow. I think you're gonna get there before me,,,
ham,They said Ì_ dun haf passport or smth like dat.. Or Ì_ juz send to my email account..  ,,,
ham,Moji i love you more than words. Have a rich day,,,
ham,There are many company. Tell me the language.,,,
ham,Oh thanks a lot..i already bought 2 eggs ..,,,
ham,Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th,,,
ham,See? I thought it all through,,,
ham,The bus leaves at  &lt;#&gt; ,,,
ham,Send me the new number,,,
ham,Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh.,,,
ham,I wish u were here. I feel so alone,,,
ham,Hello which the site to download songs its urgent pls,,,
ham,Your dad is back in ph?,,,
ham,Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?,,,
ham,"Dont worry, 1 day very big lambu ji vl come..til then enjoy batchlor party:-)",,,
spam,Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY å£10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,,,
ham,Aight sorry I take ten years to shower. What's the plan?,,,
ham,K k:) sms chat with me.,,,
spam,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records",,,
ham,"Easy mate, * guess the quick drink was bit ambitious.",,,
spam,"England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/Ì¼1.20 POBOXox36504W45WQ 16+",,,
spam,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p,,,
ham,Or Ì_ go buy wif him then i meet Ì_ later can?,,,
ham,COME BACK TO TAMPA FFFFUUUUUUU,,,
ham,"Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there.",,,
ham,aathi..where are you dear..,,,
ham,"Er, hello, things didnÛ÷t quite go to plan ÛÒ is limping slowly home followed by aa and with exhaust hanging off",,,
ham,Ok...,,,
ham,Jokin only lar... :-) depends on which phone my father can get lor...,,,
ham,Ambrith..madurai..met u in arun dha marrge..remembr?,,,
ham,So i could kiss and feel you next to me...,,,
ham,"K, wait chikku..il send aftr  &lt;#&gt; mins",,,
ham,If you were/are free i can give. Otherwise nalla adi entey nattil kittum,,,
ham,How? Izzit still raining?,,,
ham,I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.,,,
ham,"I wasn't well babe, i have swollen glands at my throat ... What did you end up doing ?",,,
ham,"Oh, yes, I've just been a little under the weather so i've kind of been coccooning at home",,,
spam,"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)",,,
ham,Goin to workout lor... Muz lose e fats... ,,,
ham,Sorry da..today i wont come to play..i have driving clas..,,,
ham,Thx. All will be well in a few months,,,
ham,Yay! You better not have told that to 5 other girls either.,,,
ham,Are we doing the norm tomorrow? I finish just a 4.15 cos of st tests. Need to sort library stuff out at some point tomo - got letter from today - access til end march so i better get move on!,,,
ham,This phone has the weirdest auto correct.,,,
spam,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674,,,
ham,We are pleased to inform that your application for Airtel Broadband is processed successfully. Your installation will happen within 3 days.,,,
ham,That one week leave i put know that time. Why.,,,
spam,URGENT! We are trying to contact U Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm,,,
ham,"K I'm ready,  &lt;#&gt; ?",,,
ham,"It's cool, let me know before it kicks off around  &lt;#&gt; , I'll be out and about all day",,,
spam,A å£400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a å£400 reward. Just call 09066380611,,,
ham,Lol its ok I didn't remember til last nite,,,
ham,"swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care.",,,
ham,Meeting u is my work. . . Tel me when shall i do my work tomorrow,,,
ham,cool. We will have fun practicing making babies!,,,
ham,Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:),,,
spam,"Congratulations! Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate",,,
ham,"yeah, that's what I was thinking",,,
spam,FreeMsg>FAV XMAS TONES!Reply REAL,,,
ham,Are you driving or training?,,,
ham,Auntie huai juan never pick up her phone,,,
ham,"Haha good to hear, I'm officially paid and on the market for an 8th",,,
ham,Dude avatar 3d was imp. At one point i thought there were actually flies in the room and almost tried hittng one as a reflex,,,
ham,HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.,,,
spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p,,,
ham,Ok good then i later come find Ì_... C lucky i told Ì_ to go earlier... Later pple take finish Ì_ no more again...,,,
ham,That's my honeymoon outfit. :),,,
ham,"Haha... Sounds crazy, dunno can tahan anot...",,,
ham,Text her. If she doesnt reply let me know so i can have her log in,,,
ham,Yo im right by yo work,,,
ham,As usual u can call me ard 10 smth.,,,
ham,No da. . Vijay going to talk in jaya tv,,,
ham,Haha mayb u're rite... U know me well. Da feeling of being liked by someone is gd lor. U faster go find one then all gals in our group attached liao.,,,
ham,I am not at all happy with what you saying or doing,,,
ham,Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?,,,
ham,"Goodmorning, today i am late for 1hr.",,,
ham,Sindu got job in birla soft ..,,,
spam,"Final Chance! Claim ur å£150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Subs 16",,,
ham,I'm at home. Please call,,,
ham,Get ready for  &lt;#&gt;  inches of pleasure...,,,
ham,I love ya too but try and budget your money better babe. Gary would freak on me if he knew,,,
ham,Joy's father is John. Then John is the NAME of Joy's father. Mandan,,,
ham,Well that must be a pain to catch,,,
spam,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",,,
ham,U GOIN OUT 2NITE?,,,
spam,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,,,
ham,No da:)he is stupid da..always sending like this:)don believe any of those message.pandy is a mental:),,,
ham,"\EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.\""""",,,
ham,Now i'm going for lunch.,,,
ham,Good afternoon starshine! How's my boytoy? Does he crave me yet? Ache to fuck me ? *sips cappuccino* I miss you babe *teasing kiss*,,,
ham,Still chance there. If you search hard you will get it..let have a try :),,,
spam,We currently have a message awaiting your collection. To collect your message just call 08718723815.,,,
ham,For my family happiness..,,,
ham,Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.,,,
spam,"YOU VE WON! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",,,
ham,I can ask around but there's not a lot in terms of mids up here,,,
ham,Hello! Good week? Fancy a drink or something later?,,,
ham,Me hungry buy some food good lei... But mum n yun dun wan juz buy a little bit... ,,,
ham,"K, wen ur free come to my home and also tel vikky i hav sent mail to him also.. Better come evening il be free today aftr 6pm..:-)",,,
ham,great princess! I love giving and receiving oral. Doggy style is my fave position. How about you? I enjoy making love  &lt;#&gt;  times per night :),,,
ham,i felt so...not any conveying reason.. Ese he... What about me?,,,
ham,Ok thanx...,,,
ham,Thanks for understanding. I've been trying to tell sura that.,,,
ham,Why are u up so early?,,,
spam,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622",,,
ham,Lol! Oops sorry! Have fun. ,,,
ham,What you doing?how are you?,,,
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,,,
ham,Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.,,,
ham,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",,,
ham,Oh ok wait 4 me there... My lect havent finish,,,
ham,Please tell me not all of my car keys are in your purse,,,
ham,R Ì_ going 4 today's meeting?,,,
ham,Sorry da. I gone mad so many pending works what to do.,,,
ham,Just normal only here :),,,
ham,Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*,,,
ham,Its a part of checking IQ,,,
ham,You said to me before i went back to bed that you can't sleep for anything.,,,
ham,You call times job today ok umma and ask them to speed up,,,
ham,I am waiting machan. Call me once you free.,,,
ham,Let's pool our money together and buy a bunch of lotto tickets. If we win I get &lt;#&gt; % u get &lt;#&gt; %. Deal?,,,
ham,I'm on the bus. Love you,,,
ham,Are you happy baby ? Are you alright ? Did you take that job ? I hope your fine. I send you a kiss to make you smile from across the sea ... *kiss* *kiss*,,,
spam,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX",,,
ham,Now thats going to ruin your thesis!,,,
ham,Or i go home first lar Ì_ wait 4 me lor.. I put down my stuff first..,,,
ham,All was well until slightly disastrous class this pm with my fav darlings! Hope day off ok. Coffee wld be good as can't stay late tomorrow. Same time + place as always?,,,
ham,Poor girl can't go one day lmao,,,
ham,Dip's cell dead. So i m coming with him. U better respond else we shall come back.,,,
spam,74355 XMAS iscoming & ur awarded either å£500 CD gift vouchers & free entry 2 r å£100 weekly draw txt MUSIC to 87066 TnC,,,
ham,"Just sent you an email ÛÒ to an address with incomm in it, is that right?",,,
ham,Great! So what attracts you to the brothas?,,,
spam,Please CALL 08712402578 immediately as there is an urgent message waiting for you,,,
ham,Eh ur laptop got no stock lei... He say mon muz come again to take a look c got a not...,,,
spam,Marvel Mobile Play the official Ultimate Spider-man game (å£4.50) on ur mobile right now. Text SPIDER to 83338 for the game & we ll send u a FREE 8Ball wallpaper,,,
ham,"Received, understood n acted upon!",,,
ham,Call me when u're done...,,,
ham,Ok then i'll let him noe later n ask him call u tmr...,,,
ham,it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt; ,,,
ham,So the sun is anti sleep medicine.,,,
ham,Gud ni8.swt drms.take care,,,
ham,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,,,
ham,I cant pick the phone right now. Pls send a message,,,
ham,No I don't have cancer. Moms making a big deal out of a regular checkup aka pap smear,,,
spam,URGENT This is our 2nd attempt to contact U. Your å£900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM,,,
ham,"No dude, its not fake..my frnds got money, thts y i'm reffering u..if u member wit my mail link, u vl be credited  &lt;#&gt; rs and il be getiing  &lt;#&gt; rs..i can draw my acc wen it is  &lt;#&gt; rs..",,,
ham,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?",,,
ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",,,
spam,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,,,
spam,"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",,,
ham,Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.,,,
ham,Ill be at yours in about 3 mins but look out for me,,,
spam,Do you want a new video handset? 750 anytime any network mins? Half Price Line Rental? Camcorder? Reply or call 08000930705 for delivery tomorrow,,,
ham,"Ever green quote ever told by Jerry in cartoon \A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt""",,,
spam,We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705,,,
ham,Wot u up 2 u weirdo?,,,
ham,Ok... But bag again..,,,
ham,Ok. Every night take a warm bath drink a cup of milk and you'll see a work of magic. You still need to loose weight. Just so that you know,,,
ham,"\ME 2 BABE I FEEL THE SAME LETS JUST 4GET ABOUT IT+BOTH TRY +CHEER UP+NOT FIT SOO MUCHXXLOVE U LOCAXX\""""",,,
ham,Ok i msg u b4 i leave my house.,,,
ham,Goodnight da thangam I really miss u dear.,,,
ham,I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA,,,
spam,Show ur colours! Euro 2004 2-4-1 Offer! Get an England Flag & 3Lions tone on ur phone! Click on the following service message for info!,,,
ham,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U",,,
spam,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call",,,
ham,Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx,,,
ham,Yes watching footie but worried we're going to blow it - Phil Neville?,,,
ham,No need to ke qi... ÌÏ too bored izzit y suddenly thk of this...,,,
spam,Urgent! Please call 09061743810 from landline. Your ABTA complimentary 4* Tenerife Holiday or #5000 cash await collection SAE T&Cs Box 326 CW25WX 150 ppm,,,
ham,Lol I was gonna last month. I cashed some in but I left &lt;#&gt; just in case. I was collecting more during the week cause they announced it on the blog.,,,
ham,Do I? I thought I put it back in the box,,,
ham,Ok no prob. Take ur time.,,,
ham,Rofl betta invest in some  anti aging products,,,
ham,Where did u go? My phone is gonna die you have to stay in here,,,
ham,But really quite funny lor wat... Then u shd haf run shorter distance wat...,,,
ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",,,
ham,Wah... Okie okie... Muz make use of e unlimited... Haha... ,,,
ham,Oh... Lk tt den we take e one tt ends at cine lor... Dun wan yogasana oso can... ,,,
ham,I am great princess! What are you thinking about me? :),,,
ham,Where @,,,
ham,Aiyah u did ok already lar. E nydc at wheellock?,,,
ham,"Yeah probably, I still gotta check out with leo",,,
ham,Thanks. It was only from tescos but quite nice. All gone now. Speak soon ,,,
ham,Cheers for the card ... Is it that time of year already?,,,
spam,we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery,,,
ham,Oh ho. Is this the first time u use these type of words,,,
ham,Moji just informed me that you saved our lives. Thanks.,,,
ham,I am back. Good journey! Let me know if you need any of the receipts. Shall i tell you like the pendent?,,,
ham,"I'm back &amp; we're packing the car now, I'll let you know if there's room",,,
ham,Ok...,,,
ham,My battery is low babe,,,
ham,"Sorry, I'll call later",,,
ham,"Just arrived, see you in a couple days &lt;3",,,
spam,Ur TONEXS subscription has been renewed and you have been charged å£4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*,,,
ham,The message sent is askin for  &lt;#&gt; dollars. Shoul i pay  &lt;#&gt;  or  &lt;#&gt; ?,,,
ham,So what u doing today?,,,
ham,Come to mahal bus stop.. &lt;DECIMAL&gt;,,,
ham,"I can make it up there, squeezed  &lt;#&gt;  bucks out of my dad",,,
ham,I am not sure about night menu. . . I know only about noon menu,,,
spam,YOU ARE CHOSEN TO RECEIVE A å£350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,,,
ham,"sir, you will receive the account no another 1hr time. Sorry for the delay.",,,
ham,Joy's father is John. Then John is the NAME of Joy's father. Mandan,,,
ham,My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7,,,
ham,Lol ok your forgiven :),,,
ham,Chk in ur belovd ms dict,,,
ham,Are you still playing with gautham?,,,
ham,"You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management",,,
spam,Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Callså£1/minMobsmoreLKPOBOX177HP51FL,,,
ham,"Sorry vikky, i'm Watching olave mandara movie kano in trishul theatre wit my frnds..",,,
ham,"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me",,,
spam,88800 and 89034 are premium phone services call 08718711108,,,
ham,Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.,,,
ham,Shall i ask one thing if you dont mistake me.,,,
ham,"Yo my trip got postponed, you still stocked up?",,,
ham,Will purchase d stuff today and mail to you. Do you have a po box number?,,,
ham,Right it wasnt you who phoned it was someone with a number like yours!,,,
ham,"No I'm good for the movie, is it ok if I leave in an hourish?",,,
ham,"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?",,,
ham,U attend ur driving lesson how many times a wk n which day?,,,
ham,"not that I know of, most people up here are still out of town",,,
ham,Sorry sent blank msg again. Yup but trying 2 do some serious studying now.,,,
ham,ÌÏ log off 4 wat. It's sdryb8i,,,
ham,I'm done...,,,
ham,"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.",,,
ham,ALRITE,,,
ham,Nope but i'm going home now then go pump petrol lor... Like going 2 rain soon...,,,
ham,Dunno leh cant remember mayb lor. So wat time r we meeting tmr?,,,
ham,"I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back, my love",,,
ham,"Sorry, I'll call later",,,
ham,Babe? You said 2 hours and it's been almost 4 ... Is your internet down ?,,,
ham,R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE,,,
ham,I'm sick !! I'm needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet* I want my slave !! I want him now !!,,,
ham,"Tonight? Yeah, I'd be down for that",,,
ham,U horrible gal... U knew dat i was going out wif him yest n u still come n ask me...,,,
ham,Does not operate after  &lt;#&gt;  or what,,,
ham,yay! finally lol. i missed our cinema trip last week :-(,,,
spam,WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 81303. Trackmarque Ltd info@vipclub4u.,,,
spam,thesmszone.com lets you send free anonymous and masked messages..im sending this message from there..do you see the potential for abuse???,,,
ham,Just getting back home,,,
ham,Oh is it? Send me the address,,,
ham,How much she payed. Suganya.,,,
ham,Not..tel software name..,,,
ham,Ok... Then r we meeting later?,,,
spam,"accordingly. I repeat, just text the word ok on your mobile phone and send",,,
ham,"K I'm leaving soon, be there a little after 9",,,
ham,Yeah like if it goes like it did with my friends imma flip my shit in like half an hour,,,
spam,Urgent! Please call 09061213237 from a landline. å£5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+,,,
ham,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",,,
ham,"Neither [in sterm voice] - i'm studying. All fine with me! Not sure the  thing will be resolved, tho. Anyway. Have a fab hols",,,
ham,"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)",,,
ham,SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK åÔMORROW. C U THIS WK? WHO WAS THE MSG 4? åÐ RANDOM!,,,
ham,Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.,,,
spam,"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!",,,
ham,"Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks.",,,
ham,"Sorry, got a late start, we're on the way",,,
ham,Sorry that was my uncle. I.ll keep in touch,,,
ham,Or I guess  &lt;#&gt;  min,,,
ham,What is this 'hex' place you talk of? Explain!,,,
